analysis,sample_size,elite_count,semi_elite_count,sample_id,sample_seed,perturbation_run,noise_seed,noise_amplitude,success,error,rmse
Logistic Regression,180,15,165,7,2033,9,72034,0.5,True,,0.08116085501232553
Multiple Linear Regression,180,15,165,7,2033,9,72034,0.5,True,,0.01680843852872877
Correlation Analysis,180,15,165,7,2033,9,72034,0.5,True,,0.03320909172431359
Variance Analysis,180,15,165,7,2033,9,72034,0.5,True,,0.09488459377995516
Logistic Regression,180,15,165,7,2033,10,72035,0.5,True,,0.0915953233001039
Multiple Linear Regression,180,15,165,7,2033,10,72035,0.5,True,,0.011552897548900517
Correlation Analysis,180,15,165,7,2033,10,72035,0.5,True,,0.024040934464612734
Variance Analysis,180,15,165,7,2033,10,72035,0.5,True,,0.1503859534963757
Logistic Regression,180,15,165,8,2034,1,82026,0.5,True,,0.10772519321808052
Multiple Linear Regression,180,15,165,8,2034,1,82026,0.5,True,,0.015228337060091813
Correlation Analysis,180,15,165,8,2034,1,82026,0.5,True,,0.03218396089254449
Variance Analysis,180,15,165,8,2034,1,82026,0.5,True,,0.19703596414556546
Logistic Regression,180,15,165,8,2034,2,82027,0.5,True,,0.2663063290055082
Multiple Linear Regression,180,15,165,8,2034,2,82027,0.5,True,,0.021820922663175462
Correlation Analysis,180,15,165,8,2034,2,82027,0.5,True,,0.024543482319743723
Variance Analysis,180,15,165,8,2034,2,82027,0.5,True,,0.13200189426678607
Logistic Regression,180,15,165,8,2034,3,82028,0.5,True,,0.16414257963817366
Multiple Linear Regression,180,15,165,8,2034,3,82028,0.5,True,,0.01902312129444117
Correlation Analysis,180,15,165,8,2034,3,82028,0.5,True,,0.02930858842549361
Variance Analysis,180,15,165,8,2034,3,82028,0.5,True,,0.1906061667024775
Logistic Regression,180,15,165,8,2034,4,82029,0.5,True,,0.12536815179544478
Multiple Linear Regression,180,15,165,8,2034,4,82029,0.5,True,,0.016551894788958115
Correlation Analysis,180,15,165,8,2034,4,82029,0.5,True,,0.024320470352797552
Variance Analysis,180,15,165,8,2034,4,82029,0.5,True,,0.18760961433058612
Logistic Regression,180,15,165,8,2034,5,82030,0.5,True,,0.09877004608957198
Multiple Linear Regression,180,15,165,8,2034,5,82030,0.5,True,,0.011656184592733968
Correlation Analysis,180,15,165,8,2034,5,82030,0.5,True,,0.024749149627038294
Variance Analysis,180,15,165,8,2034,5,82030,0.5,True,,0.1051977348492455
Logistic Regression,180,15,165,8,2034,6,82031,0.5,True,,0.2616321241909083
Multiple Linear Regression,180,15,165,8,2034,6,82031,0.5,True,,0.0227173315924622
Correlation Analysis,180,15,165,8,2034,6,82031,0.5,True,,0.024290421342032457
Variance Analysis,180,15,165,8,2034,6,82031,0.5,True,,0.12094393691355868
Logistic Regression,180,15,165,8,2034,7,82032,0.5,True,,0.20630680204097368
Multiple Linear Regression,180,15,165,8,2034,7,82032,0.5,True,,0.024258065107598144
Correlation Analysis,180,15,165,8,2034,7,82032,0.5,True,,0.024787678861831582
Variance Analysis,180,15,165,8,2034,7,82032,0.5,True,,0.19257834998117612
Logistic Regression,180,15,165,8,2034,8,82033,0.5,True,,0.121722617833489
Multiple Linear Regression,180,15,165,8,2034,8,82033,0.5,True,,0.022260888007355643
Correlation Analysis,180,15,165,8,2034,8,82033,0.5,True,,0.03282380814795322
Variance Analysis,180,15,165,8,2034,8,82033,0.5,True,,0.1357288549994497
Logistic Regression,180,15,165,8,2034,9,82034,0.5,True,,0.17718743765206732
Multiple Linear Regression,180,15,165,8,2034,9,82034,0.5,True,,0.014099746971097612
Correlation Analysis,180,15,165,8,2034,9,82034,0.5,True,,0.025174640526000124
Variance Analysis,180,15,165,8,2034,9,82034,0.5,True,,0.10721826161022137
Logistic Regression,180,15,165,8,2034,10,82035,0.5,True,,0.19531447430491258
Multiple Linear Regression,180,15,165,8,2034,10,82035,0.5,True,,0.01495275584134274
Correlation Analysis,180,15,165,8,2034,10,82035,0.5,True,,0.02247851046042624
Variance Analysis,180,15,165,8,2034,10,82035,0.5,True,,0.20726831650256525
Logistic Regression,180,15,165,9,2035,1,92026,0.5,True,,0.07941292618898227
Multiple Linear Regression,180,15,165,9,2035,1,92026,0.5,True,,0.01958868806583105
Correlation Analysis,180,15,165,9,2035,1,92026,0.5,True,,0.03300942596418503
Variance Analysis,180,15,165,9,2035,1,92026,0.5,True,,0.12058636184543953
Logistic Regression,180,15,165,9,2035,2,92027,0.5,True,,0.09663351141287314
Multiple Linear Regression,180,15,165,9,2035,2,92027,0.5,True,,0.012282958032107842
Correlation Analysis,180,15,165,9,2035,2,92027,0.5,True,,0.033856283824920376
Variance Analysis,180,15,165,9,2035,2,92027,0.5,True,,0.12066474959365411
Logistic Regression,180,15,165,9,2035,3,92028,0.5,True,,0.1182025487845074
Multiple Linear Regression,180,15,165,9,2035,3,92028,0.5,True,,0.013952932123572428
Correlation Analysis,180,15,165,9,2035,3,92028,0.5,True,,0.030867239652298276
Variance Analysis,180,15,165,9,2035,3,92028,0.5,True,,0.15184830419936687
Logistic Regression,180,15,165,9,2035,4,92029,0.5,True,,0.1436793518443711
Multiple Linear Regression,180,15,165,9,2035,4,92029,0.5,True,,0.021256269865125944
Correlation Analysis,180,15,165,9,2035,4,92029,0.5,True,,0.031382824175669344
Variance Analysis,180,15,165,9,2035,4,92029,0.5,True,,0.16508834781331122
Logistic Regression,180,15,165,9,2035,5,92030,0.5,True,,0.16665936846224352
Multiple Linear Regression,180,15,165,9,2035,5,92030,0.5,True,,0.013593514222940051
Correlation Analysis,180,15,165,9,2035,5,92030,0.5,True,,0.02645075917012013
Variance Analysis,180,15,165,9,2035,5,92030,0.5,True,,0.13352871999592272
Logistic Regression,180,15,165,9,2035,6,92031,0.5,True,,0.14614407707861354
Multiple Linear Regression,180,15,165,9,2035,6,92031,0.5,True,,0.016391349321656316
Correlation Analysis,180,15,165,9,2035,6,92031,0.5,True,,0.03741228306553403
Variance Analysis,180,15,165,9,2035,6,92031,0.5,True,,0.15871661707574258
Logistic Regression,180,15,165,9,2035,7,92032,0.5,True,,0.07921849163523283
Multiple Linear Regression,180,15,165,9,2035,7,92032,0.5,True,,0.014961069040059323
Correlation Analysis,180,15,165,9,2035,7,92032,0.5,True,,0.03598708340730102
Variance Analysis,180,15,165,9,2035,7,92032,0.5,True,,0.13245145008925374
Logistic Regression,180,15,165,9,2035,8,92033,0.5,True,,0.11210069236352731
Multiple Linear Regression,180,15,165,9,2035,8,92033,0.5,True,,0.025876607309375743
Correlation Analysis,180,15,165,9,2035,8,92033,0.5,True,,0.03341564465233151
Variance Analysis,180,15,165,9,2035,8,92033,0.5,True,,0.1793462192724183
Logistic Regression,180,15,165,9,2035,9,92034,0.5,True,,0.1385646769345803
Multiple Linear Regression,180,15,165,9,2035,9,92034,0.5,True,,0.016098856165085242
Correlation Analysis,180,15,165,9,2035,9,92034,0.5,True,,0.033749907964279846
Variance Analysis,180,15,165,9,2035,9,92034,0.5,True,,0.17847615512111745
Logistic Regression,180,15,165,9,2035,10,92035,0.5,True,,0.19614009236614754
Multiple Linear Regression,180,15,165,9,2035,10,92035,0.5,True,,0.020369541155307244
Correlation Analysis,180,15,165,9,2035,10,92035,0.5,True,,0.025629196634797128
Variance Analysis,180,15,165,9,2035,10,92035,0.5,True,,0.13260166144981428
Logistic Regression,180,15,165,10,2036,1,102026,0.5,True,,0.11903304876478532
Multiple Linear Regression,180,15,165,10,2036,1,102026,0.5,True,,0.01594772082397364
Correlation Analysis,180,15,165,10,2036,1,102026,0.5,True,,0.036005825689763044
Variance Analysis,180,15,165,10,2036,1,102026,0.5,True,,0.1043541659960962
Logistic Regression,180,15,165,10,2036,2,102027,0.5,True,,0.11983707817602712
Multiple Linear Regression,180,15,165,10,2036,2,102027,0.5,True,,0.02776953815781592
Correlation Analysis,180,15,165,10,2036,2,102027,0.5,True,,0.019868731423225337
Variance Analysis,180,15,165,10,2036,2,102027,0.5,True,,0.06456621395046831
Logistic Regression,180,15,165,10,2036,3,102028,0.5,True,,0.10750309462015323
Multiple Linear Regression,180,15,165,10,2036,3,102028,0.5,True,,0.019890438124733036
Correlation Analysis,180,15,165,10,2036,3,102028,0.5,True,,0.03875853658461066
Variance Analysis,180,15,165,10,2036,3,102028,0.5,True,,0.1403505051046234
Logistic Regression,180,15,165,10,2036,4,102029,0.5,True,,0.10412541718350748
Multiple Linear Regression,180,15,165,10,2036,4,102029,0.5,True,,0.017534798923371762
Correlation Analysis,180,15,165,10,2036,4,102029,0.5,True,,0.03141085905470995
Variance Analysis,180,15,165,10,2036,4,102029,0.5,True,,0.19071217963129508
Logistic Regression,180,15,165,10,2036,5,102030,0.5,True,,0.13290820869548206
Multiple Linear Regression,180,15,165,10,2036,5,102030,0.5,True,,0.023899697210845644
Correlation Analysis,180,15,165,10,2036,5,102030,0.5,True,,0.02984695573359322
Variance Analysis,180,15,165,10,2036,5,102030,0.5,True,,0.11332081540491963
Logistic Regression,180,15,165,10,2036,6,102031,0.5,True,,0.05687646004809619
Multiple Linear Regression,180,15,165,10,2036,6,102031,0.5,True,,0.014867404282810682
Correlation Analysis,180,15,165,10,2036,6,102031,0.5,True,,0.025363158551070495
Variance Analysis,180,15,165,10,2036,6,102031,0.5,True,,0.13599251651199654
Logistic Regression,180,15,165,10,2036,7,102032,0.5,True,,0.10101509724975107
Multiple Linear Regression,180,15,165,10,2036,7,102032,0.5,True,,0.016242249707729018
Correlation Analysis,180,15,165,10,2036,7,102032,0.5,True,,0.029506480345285677
Variance Analysis,180,15,165,10,2036,7,102032,0.5,True,,0.12482948073059741
Logistic Regression,180,15,165,10,2036,8,102033,0.5,True,,0.07362747520885102
Multiple Linear Regression,180,15,165,10,2036,8,102033,0.5,True,,0.016611672594151798
Correlation Analysis,180,15,165,10,2036,8,102033,0.5,True,,0.03302531826161054
Variance Analysis,180,15,165,10,2036,8,102033,0.5,True,,0.10757398535020324
Logistic Regression,180,15,165,10,2036,9,102034,0.5,True,,0.17073247094813887
Multiple Linear Regression,180,15,165,10,2036,9,102034,0.5,True,,0.02978557636298124
Correlation Analysis,180,15,165,10,2036,9,102034,0.5,True,,0.02736788680182513
Variance Analysis,180,15,165,10,2036,9,102034,0.5,True,,0.16668950282418588
Logistic Regression,180,15,165,10,2036,10,102035,0.5,True,,0.11737814367011724
Multiple Linear Regression,180,15,165,10,2036,10,102035,0.5,True,,0.01649945543221726
Correlation Analysis,180,15,165,10,2036,10,102035,0.5,True,,0.019548625176516846
Variance Analysis,180,15,165,10,2036,10,102035,0.5,True,,0.09978518021700537
Logistic Regression,240,20,220,1,2027,1,12026,0.5,True,,0.10760818550592786
Multiple Linear Regression,240,20,220,1,2027,1,12026,0.5,True,,0.019896370882508122
Correlation Analysis,240,20,220,1,2027,1,12026,0.5,True,,0.02494645704747614
Variance Analysis,240,20,220,1,2027,1,12026,0.5,True,,0.1257412838119091
Logistic Regression,240,20,220,1,2027,2,12027,0.5,True,,0.08384779011001549
Multiple Linear Regression,240,20,220,1,2027,2,12027,0.5,True,,0.013962885816120195
Correlation Analysis,240,20,220,1,2027,2,12027,0.5,True,,0.023893687567930845
Variance Analysis,240,20,220,1,2027,2,12027,0.5,True,,0.10728590409823907
Logistic Regression,240,20,220,1,2027,3,12028,0.5,True,,0.13637489635175618
Multiple Linear Regression,240,20,220,1,2027,3,12028,0.5,True,,0.02120647873604046
Correlation Analysis,240,20,220,1,2027,3,12028,0.5,True,,0.02633130230520316
Variance Analysis,240,20,220,1,2027,3,12028,0.5,True,,0.15865676684876912
Logistic Regression,240,20,220,1,2027,4,12029,0.5,True,,0.09170037326447404
Multiple Linear Regression,240,20,220,1,2027,4,12029,0.5,True,,0.012844332851959026
Correlation Analysis,240,20,220,1,2027,4,12029,0.5,True,,0.026867013306620918
Variance Analysis,240,20,220,1,2027,4,12029,0.5,True,,0.14439081189555036
Logistic Regression,240,20,220,1,2027,5,12030,0.5,True,,0.12242165838005781
Multiple Linear Regression,240,20,220,1,2027,5,12030,0.5,True,,0.015545903661259741
Correlation Analysis,240,20,220,1,2027,5,12030,0.5,True,,0.02425952724763
Variance Analysis,240,20,220,1,2027,5,12030,0.5,True,,0.1517586185760597
Logistic Regression,240,20,220,1,2027,6,12031,0.5,True,,0.1363861412916902
Multiple Linear Regression,240,20,220,1,2027,6,12031,0.5,True,,0.015592618063094758
Correlation Analysis,240,20,220,1,2027,6,12031,0.5,True,,0.01976541980355538
Variance Analysis,240,20,220,1,2027,6,12031,0.5,True,,0.11307164638776594
Logistic Regression,240,20,220,1,2027,7,12032,0.5,True,,0.11531699200180374
Multiple Linear Regression,240,20,220,1,2027,7,12032,0.5,True,,0.013719027486025109
Correlation Analysis,240,20,220,1,2027,7,12032,0.5,True,,0.02378232150587176
Variance Analysis,240,20,220,1,2027,7,12032,0.5,True,,0.09046098255304266
Logistic Regression,240,20,220,1,2027,8,12033,0.5,True,,0.07112426734048509
Multiple Linear Regression,240,20,220,1,2027,8,12033,0.5,True,,0.01861293805658177
Correlation Analysis,240,20,220,1,2027,8,12033,0.5,True,,0.026148695350523624
Variance Analysis,240,20,220,1,2027,8,12033,0.5,True,,0.08701057639795465
Logistic Regression,240,20,220,1,2027,9,12034,0.5,True,,0.1307303046619328
Multiple Linear Regression,240,20,220,1,2027,9,12034,0.5,True,,0.015676020096807134
Correlation Analysis,240,20,220,1,2027,9,12034,0.5,True,,0.02470594619711742
Variance Analysis,240,20,220,1,2027,9,12034,0.5,True,,0.10517787935397992
Logistic Regression,240,20,220,1,2027,10,12035,0.5,True,,0.15402021967671814
Multiple Linear Regression,240,20,220,1,2027,10,12035,0.5,True,,0.01727481912173713
Correlation Analysis,240,20,220,1,2027,10,12035,0.5,True,,0.027411683624126295
Variance Analysis,240,20,220,1,2027,10,12035,0.5,True,,0.10211770230468994
Logistic Regression,240,20,220,2,2028,1,22026,0.5,True,,0.10420628336184502
Multiple Linear Regression,240,20,220,2,2028,1,22026,0.5,True,,0.020395205390974298
Correlation Analysis,240,20,220,2,2028,1,22026,0.5,True,,0.02360573844583103
Variance Analysis,240,20,220,2,2028,1,22026,0.5,True,,0.07285671261163751
Logistic Regression,240,20,220,2,2028,2,22027,0.5,True,,0.07468057717157515
Multiple Linear Regression,240,20,220,2,2028,2,22027,0.5,True,,0.015404557494809928
Correlation Analysis,240,20,220,2,2028,2,22027,0.5,True,,0.024676139591825644
Variance Analysis,240,20,220,2,2028,2,22027,0.5,True,,0.16082582052961128
Logistic Regression,240,20,220,2,2028,3,22028,0.5,True,,0.0644434917159241
Multiple Linear Regression,240,20,220,2,2028,3,22028,0.5,True,,0.013262177043316403
Correlation Analysis,240,20,220,2,2028,3,22028,0.5,True,,0.022001898787733218
Variance Analysis,240,20,220,2,2028,3,22028,0.5,True,,0.1637857235226687
Logistic Regression,240,20,220,2,2028,4,22029,0.5,True,,0.0922806576439239
Multiple Linear Regression,240,20,220,2,2028,4,22029,0.5,True,,0.017911420519349925
Correlation Analysis,240,20,220,2,2028,4,22029,0.5,True,,0.02411052399956568
Variance Analysis,240,20,220,2,2028,4,22029,0.5,True,,0.13569304138834104
Logistic Regression,240,20,220,2,2028,5,22030,0.5,True,,0.03908393730902096
Multiple Linear Regression,240,20,220,2,2028,5,22030,0.5,True,,0.01822400890102169
Correlation Analysis,240,20,220,2,2028,5,22030,0.5,True,,0.018752601795477282
Variance Analysis,240,20,220,2,2028,5,22030,0.5,True,,0.1293544212362403
Logistic Regression,240,20,220,2,2028,6,22031,0.5,True,,0.03731959145293558
Multiple Linear Regression,240,20,220,2,2028,6,22031,0.5,True,,0.012089004121573264
Correlation Analysis,240,20,220,2,2028,6,22031,0.5,True,,0.029808605555264447
Variance Analysis,240,20,220,2,2028,6,22031,0.5,True,,0.12661555693360554
Logistic Regression,240,20,220,2,2028,7,22032,0.5,True,,0.04467311854916671
Multiple Linear Regression,240,20,220,2,2028,7,22032,0.5,True,,0.009601709978680366
Correlation Analysis,240,20,220,2,2028,7,22032,0.5,True,,0.02959135257757841
Variance Analysis,240,20,220,2,2028,7,22032,0.5,True,,0.09440051184787329
Logistic Regression,240,20,220,2,2028,8,22033,0.5,True,,0.09462887394823036
Multiple Linear Regression,240,20,220,2,2028,8,22033,0.5,True,,0.020577499469029384
Correlation Analysis,240,20,220,2,2028,8,22033,0.5,True,,0.02458504178514848
Variance Analysis,240,20,220,2,2028,8,22033,0.5,True,,0.12354440363371548
Logistic Regression,240,20,220,2,2028,9,22034,0.5,True,,0.0849035616426182
Multiple Linear Regression,240,20,220,2,2028,9,22034,0.5,True,,0.016569197687041445
Correlation Analysis,240,20,220,2,2028,9,22034,0.5,True,,0.023885816932347384
Variance Analysis,240,20,220,2,2028,9,22034,0.5,True,,0.12139352019571756
Logistic Regression,240,20,220,2,2028,10,22035,0.5,True,,0.07094863916266812
Multiple Linear Regression,240,20,220,2,2028,10,22035,0.5,True,,0.017680035100851903
Correlation Analysis,240,20,220,2,2028,10,22035,0.5,True,,0.026428664158864384
Variance Analysis,240,20,220,2,2028,10,22035,0.5,True,,0.10435693763128608
Logistic Regression,240,20,220,3,2029,1,32026,0.5,True,,0.08832298717176933
Multiple Linear Regression,240,20,220,3,2029,1,32026,0.5,True,,0.016386667271592725
Correlation Analysis,240,20,220,3,2029,1,32026,0.5,True,,0.026555311335050374
Variance Analysis,240,20,220,3,2029,1,32026,0.5,True,,0.14212105301747088
Logistic Regression,240,20,220,3,2029,2,32027,0.5,True,,0.11712012032540713
Multiple Linear Regression,240,20,220,3,2029,2,32027,0.5,True,,0.021719631454480547
Correlation Analysis,240,20,220,3,2029,2,32027,0.5,True,,0.02688813960453802
Variance Analysis,240,20,220,3,2029,2,32027,0.5,True,,0.09613349099616161
Logistic Regression,240,20,220,3,2029,3,32028,0.5,True,,0.06906754205955157
Multiple Linear Regression,240,20,220,3,2029,3,32028,0.5,True,,0.008206942076027086
Correlation Analysis,240,20,220,3,2029,3,32028,0.5,True,,0.02485609326310887
Variance Analysis,240,20,220,3,2029,3,32028,0.5,True,,0.144139569868731
Logistic Regression,240,20,220,3,2029,4,32029,0.5,True,,0.12209236792359601
Multiple Linear Regression,240,20,220,3,2029,4,32029,0.5,True,,0.018374982222155282
Correlation Analysis,240,20,220,3,2029,4,32029,0.5,True,,0.020070658887928965
Variance Analysis,240,20,220,3,2029,4,32029,0.5,True,,0.14461270725132114
Logistic Regression,240,20,220,3,2029,5,32030,0.5,True,,0.08918067519258369
Multiple Linear Regression,240,20,220,3,2029,5,32030,0.5,True,,0.007048010656853932
Correlation Analysis,240,20,220,3,2029,5,32030,0.5,True,,0.029467892334112726
Variance Analysis,240,20,220,3,2029,5,32030,0.5,True,,0.10837738655030897
Logistic Regression,240,20,220,3,2029,6,32031,0.5,True,,0.08867011572511144
Multiple Linear Regression,240,20,220,3,2029,6,32031,0.5,True,,0.015884739012144336
Correlation Analysis,240,20,220,3,2029,6,32031,0.5,True,,0.026157173170604803
Variance Analysis,240,20,220,3,2029,6,32031,0.5,True,,0.12781591909541787
Logistic Regression,240,20,220,3,2029,7,32032,0.5,True,,0.07723396246270196
Multiple Linear Regression,240,20,220,3,2029,7,32032,0.5,True,,0.009810515103669664
Correlation Analysis,240,20,220,3,2029,7,32032,0.5,True,,0.026301799064561447
Variance Analysis,240,20,220,3,2029,7,32032,0.5,True,,0.15095037120184604
Logistic Regression,240,20,220,3,2029,8,32033,0.5,True,,0.11231474577033608
Multiple Linear Regression,240,20,220,3,2029,8,32033,0.5,True,,0.018382784552133578
Correlation Analysis,240,20,220,3,2029,8,32033,0.5,True,,0.02598236641492875
Variance Analysis,240,20,220,3,2029,8,32033,0.5,True,,0.12943513942884782
Logistic Regression,240,20,220,3,2029,9,32034,0.5,True,,0.05710156943347419
Multiple Linear Regression,240,20,220,3,2029,9,32034,0.5,True,,0.01042127860041383
Correlation Analysis,240,20,220,3,2029,9,32034,0.5,True,,0.034806449153988554
Variance Analysis,240,20,220,3,2029,9,32034,0.5,True,,0.07946693499589194
Logistic Regression,240,20,220,3,2029,10,32035,0.5,True,,0.0873697798322143
Multiple Linear Regression,240,20,220,3,2029,10,32035,0.5,True,,0.014663914473305542
Correlation Analysis,240,20,220,3,2029,10,32035,0.5,True,,0.0221134688743338
Variance Analysis,240,20,220,3,2029,10,32035,0.5,True,,0.1482957910285852
Logistic Regression,240,20,220,4,2030,1,42026,0.5,True,,0.09159767357007026
Multiple Linear Regression,240,20,220,4,2030,1,42026,0.5,True,,0.0166192526486498
Correlation Analysis,240,20,220,4,2030,1,42026,0.5,True,,0.02052534745154976
Variance Analysis,240,20,220,4,2030,1,42026,0.5,True,,0.11210024509261042
Logistic Regression,240,20,220,4,2030,2,42027,0.5,True,,0.12314724902716381
Multiple Linear Regression,240,20,220,4,2030,2,42027,0.5,True,,0.010281785230202298
Correlation Analysis,240,20,220,4,2030,2,42027,0.5,True,,0.02725466859257062
Variance Analysis,240,20,220,4,2030,2,42027,0.5,True,,0.09991132228501462
Logistic Regression,240,20,220,4,2030,3,42028,0.5,True,,0.06092170129395853
Multiple Linear Regression,240,20,220,4,2030,3,42028,0.5,True,,0.009026154356147325
Correlation Analysis,240,20,220,4,2030,3,42028,0.5,True,,0.02769797803286439
Variance Analysis,240,20,220,4,2030,3,42028,0.5,True,,0.11897379866560928
Logistic Regression,240,20,220,4,2030,4,42029,0.5,True,,0.08356621054950873
Multiple Linear Regression,240,20,220,4,2030,4,42029,0.5,True,,0.008704977501675601
Correlation Analysis,240,20,220,4,2030,4,42029,0.5,True,,0.023702321541466977
Variance Analysis,240,20,220,4,2030,4,42029,0.5,True,,0.2028316955620764
Logistic Regression,240,20,220,4,2030,5,42030,0.5,True,,0.16882889271101462
Multiple Linear Regression,240,20,220,4,2030,5,42030,0.5,True,,0.009042569096794517
Correlation Analysis,240,20,220,4,2030,5,42030,0.5,True,,0.027219561041846446
Variance Analysis,240,20,220,4,2030,5,42030,0.5,True,,0.19751504660573263
Logistic Regression,240,20,220,4,2030,6,42031,0.5,True,,0.060183747131595695
Multiple Linear Regression,240,20,220,4,2030,6,42031,0.5,True,,0.010189862427975666
Correlation Analysis,240,20,220,4,2030,6,42031,0.5,True,,0.029598889324457832
Variance Analysis,240,20,220,4,2030,6,42031,0.5,True,,0.1278771213837699
Logistic Regression,240,20,220,4,2030,7,42032,0.5,True,,0.08332540730732545
Multiple Linear Regression,240,20,220,4,2030,7,42032,0.5,True,,0.013063474007025476
Correlation Analysis,240,20,220,4,2030,7,42032,0.5,True,,0.022532585431848367
Variance Analysis,240,20,220,4,2030,7,42032,0.5,True,,0.10402277519031686
Logistic Regression,240,20,220,4,2030,8,42033,0.5,True,,0.11015701795138834
Multiple Linear Regression,240,20,220,4,2030,8,42033,0.5,True,,0.01700438212278612
Correlation Analysis,240,20,220,4,2030,8,42033,0.5,True,,0.015474537405274949
Variance Analysis,240,20,220,4,2030,8,42033,0.5,True,,0.1279191649899326
Logistic Regression,240,20,220,4,2030,9,42034,0.5,True,,0.07128797409477755
Multiple Linear Regression,240,20,220,4,2030,9,42034,0.5,True,,0.008925115696673777
Correlation Analysis,240,20,220,4,2030,9,42034,0.5,True,,0.03135729082361499
Variance Analysis,240,20,220,4,2030,9,42034,0.5,True,,0.17028603028501488
Logistic Regression,240,20,220,4,2030,10,42035,0.5,True,,0.06671183139199376
Multiple Linear Regression,240,20,220,4,2030,10,42035,0.5,True,,0.012999200013306844
Correlation Analysis,240,20,220,4,2030,10,42035,0.5,True,,0.019752602195705602
Variance Analysis,240,20,220,4,2030,10,42035,0.5,True,,0.1167301824677603
Logistic Regression,240,20,220,5,2031,1,52026,0.5,True,,0.0896854207981334
Multiple Linear Regression,240,20,220,5,2031,1,52026,0.5,True,,0.01506917549060344
Correlation Analysis,240,20,220,5,2031,1,52026,0.5,True,,0.024972846660108114
Variance Analysis,240,20,220,5,2031,1,52026,0.5,True,,0.14395353266210137
Logistic Regression,240,20,220,5,2031,2,52027,0.5,True,,0.06657429209262461
Multiple Linear Regression,240,20,220,5,2031,2,52027,0.5,True,,0.017517180546583095
Correlation Analysis,240,20,220,5,2031,2,52027,0.5,True,,0.020343497098939678
Variance Analysis,240,20,220,5,2031,2,52027,0.5,True,,0.10595825907022229
Logistic Regression,240,20,220,5,2031,3,52028,0.5,True,,0.09065517193608182
Multiple Linear Regression,240,20,220,5,2031,3,52028,0.5,True,,0.014923393584412576
Correlation Analysis,240,20,220,5,2031,3,52028,0.5,True,,0.022519691593985394
Variance Analysis,240,20,220,5,2031,3,52028,0.5,True,,0.11436121402711204
Logistic Regression,240,20,220,5,2031,4,52029,0.5,True,,0.07363657017640915
Multiple Linear Regression,240,20,220,5,2031,4,52029,0.5,True,,0.017483253533254424
Correlation Analysis,240,20,220,5,2031,4,52029,0.5,True,,0.030674932336862363
Variance Analysis,240,20,220,5,2031,4,52029,0.5,True,,0.08963621984902435
Logistic Regression,240,20,220,5,2031,5,52030,0.5,True,,0.08468333484571072
Multiple Linear Regression,240,20,220,5,2031,5,52030,0.5,True,,0.018190414355578926
Correlation Analysis,240,20,220,5,2031,5,52030,0.5,True,,0.031797975040947356
Variance Analysis,240,20,220,5,2031,5,52030,0.5,True,,0.11073070456495021
Logistic Regression,240,20,220,5,2031,6,52031,0.5,True,,0.07196009830992475
Multiple Linear Regression,240,20,220,5,2031,6,52031,0.5,True,,0.010982869786572138
Correlation Analysis,240,20,220,5,2031,6,52031,0.5,True,,0.023761480742019295
Variance Analysis,240,20,220,5,2031,6,52031,0.5,True,,0.16869842305248825
Logistic Regression,240,20,220,5,2031,7,52032,0.5,True,,0.0922991239660714
Multiple Linear Regression,240,20,220,5,2031,7,52032,0.5,True,,0.01527534424012768
Correlation Analysis,240,20,220,5,2031,7,52032,0.5,True,,0.024646739815994613
Variance Analysis,240,20,220,5,2031,7,52032,0.5,True,,0.1118721482686385
Logistic Regression,240,20,220,5,2031,8,52033,0.5,True,,0.09815907511660969
Multiple Linear Regression,240,20,220,5,2031,8,52033,0.5,True,,0.02300054589158004
Correlation Analysis,240,20,220,5,2031,8,52033,0.5,True,,0.0304287407810892
Variance Analysis,240,20,220,5,2031,8,52033,0.5,True,,0.10031237190482155
Logistic Regression,240,20,220,5,2031,9,52034,0.5,True,,0.11702022532074459
Multiple Linear Regression,240,20,220,5,2031,9,52034,0.5,True,,0.013215606889292401
Correlation Analysis,240,20,220,5,2031,9,52034,0.5,True,,0.023536121395762465
Variance Analysis,240,20,220,5,2031,9,52034,0.5,True,,0.17559607340862446
Logistic Regression,240,20,220,5,2031,10,52035,0.5,True,,0.0852320579501414
Multiple Linear Regression,240,20,220,5,2031,10,52035,0.5,True,,0.01807316487323595
Correlation Analysis,240,20,220,5,2031,10,52035,0.5,True,,0.025524600052443704
Variance Analysis,240,20,220,5,2031,10,52035,0.5,True,,0.10843974582774872
Logistic Regression,240,20,220,6,2032,1,62026,0.5,True,,0.07803231485306787
Multiple Linear Regression,240,20,220,6,2032,1,62026,0.5,True,,0.017601310728962205
Correlation Analysis,240,20,220,6,2032,1,62026,0.5,True,,0.021449046050158332
Variance Analysis,240,20,220,6,2032,1,62026,0.5,True,,0.10230418329127614
Logistic Regression,240,20,220,6,2032,2,62027,0.5,True,,0.09332209501908086
Multiple Linear Regression,240,20,220,6,2032,2,62027,0.5,True,,0.013923003720966087
Correlation Analysis,240,20,220,6,2032,2,62027,0.5,True,,0.027116273140434684
Variance Analysis,240,20,220,6,2032,2,62027,0.5,True,,0.12178010321299906
Logistic Regression,240,20,220,6,2032,3,62028,0.5,True,,0.060373789949683475
Multiple Linear Regression,240,20,220,6,2032,3,62028,0.5,True,,0.012333195327653871
Correlation Analysis,240,20,220,6,2032,3,62028,0.5,True,,0.02092100886814472
Variance Analysis,240,20,220,6,2032,3,62028,0.5,True,,0.10043171674931349
