analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Figure 2,0.25,30,2055,True,,0.14559137112309278,0.141053694042694,0.39695945945945943,nan,nan,nan,0.5878378378378378,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,30,2055,True,,0.012187446365445354,0.1266498936079836,0.893951833607006,0.9285714285714286,nan,1.0,0.9805692391899289,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,30,2055,True,,0.056922717093144844,0.053697940158652625,0.9384920634920636,nan,nan,nan,0.9404761904761905,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,31,2056,True,,0.04453842435081037,0.4589650089278398,0.8645833333333333,0.875,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,31,2056,True,,0.01005789527874577,0.22920182029264619,0.7886904761904763,1.0,1.0,0.3333333333333333,0.8214285714285714,nan,nan,nan,nan,nan,nan,0.0004710426118857969,nan,nan,nan,nan
Figure 1,0.25,31,2056,True,,0.0235414058536575,0.03972736361589551,0.8343253968253969,nan,nan,nan,nan,0.5,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9940476190476191,0.8452380952380953
Figure 2,0.25,31,2056,True,,0.1422846966764448,0.1378500794184321,0.5542293031796228,nan,nan,nan,0.7169172127184911,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,31,2056,True,,0.0113875537246794,0.11833754376757344,0.7615968801313628,0.8928571428571429,nan,0.6666666666666666,0.986863711001642,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,31,2056,True,,0.05555087950754823,0.05240381970304934,0.9841269841269842,nan,nan,nan,0.9523809523809524,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,32,2057,True,,0.05062865130913359,0.5217243254290875,0.9136904761904763,0.75,1.0,1.0,0.9047619047619049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,32,2057,True,,0.011316549315664504,0.2578843416736439,0.8065476190476191,1.0,1.0,0.3333333333333333,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.002940854548973193,nan,nan,nan,nan
Figure 1,0.25,32,2057,True,,0.021409372961266528,0.036129445696991516,0.8501984126984127,nan,nan,nan,nan,0.5,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9940476190476191,0.9404761904761905
Figure 2,0.25,32,2057,True,,0.13934607910265925,0.1350030503605714,0.504814026555904,nan,nan,nan,0.5192561062236162,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,32,2057,True,,0.010861265201915523,0.11286844192158454,0.7875615763546797,1.0,nan,0.6666666666666666,0.9835796387520526,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,32,2057,True,,0.05449859850334131,0.05141115235898127,0.8194444444444445,nan,nan,nan,0.9583333333333334,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,33,2058,True,,0.03533228936728697,0.36409650186924114,0.9598214285714286,0.875,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,33,2058,True,,0.0058732384255717396,0.13384081866495884,0.8645833333333333,0.875,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,0.0011360416955087382,nan,nan,nan,nan
Figure 1,0.25,33,2058,True,,0.027589961987777457,0.046559515555307365,0.9047619047619048,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9226190476190477,0.9642857142857144
Figure 2,0.25,33,2058,True,,0.1411325662508796,0.13673385768570626,0.34150543038905656,nan,nan,nan,0.36602172155622614,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,33,2058,True,,0.011226839912908319,0.11666743285575429,0.9847085385878489,0.9642857142857143,nan,1.0,0.9745484400656814,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,33,2058,True,,0.054312537007460575,0.05123563159008888,0.9166666666666666,nan,nan,nan,0.8750000000000001,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,34,2059,True,,0.03734551468632399,0.38484263265392316,0.8273809523809523,0.75,1.0,0.6666666666666666,0.8928571428571429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,34,2059,True,,0.005692406158041817,0.12971996795645221,0.9657738095238095,0.875,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.0005175857596456668,nan,nan,nan,nan
Figure 1,0.25,34,2059,True,,0.022088733465761668,0.03727590236810674,0.9593253968253969,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9880952380952381,0.8928571428571429
Figure 2,0.25,34,2059,True,,0.13998535690055322,0.13562240365202563,0.6735365460360417,nan,nan,nan,0.6941461841441671,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,34,2059,True,,0.014752541058737311,0.15330592640259097,0.8830391351943077,0.8928571428571429,nan,0.6666666666666666,0.9726327312534209,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,34,2059,True,,0.04961954078466094,0.04680850226096157,0.9345238095238096,nan,nan,nan,0.9285714285714286,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,35,2060,True,,0.03716765801164176,0.38300983341431744,0.9568452380952381,0.875,1.0,1.0,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,35,2060,True,,0.006165094091834867,0.1404916982094686,0.7633928571428572,0.875,1.0,0.3333333333333333,0.8452380952380953,nan,nan,nan,nan,nan,nan,0.0006546419515894852,nan,nan,nan,nan
Figure 1,0.25,35,2060,True,,0.02291408117898699,0.03866872015123655,0.8859126984126985,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9821428571428572,0.9166666666666667
Figure 2,0.25,35,2060,True,,0.14440533364009167,0.13990462204096832,0.8036121346313475,nan,nan,nan,0.71444853852539,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,35,2060,True,,0.012618940702967655,0.13113391021827125,0.9924055829228243,1.0,nan,1.0,0.9696223316912972,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,35,2060,True,,0.040671806019005385,0.038367673176583045,0.7182539682539683,nan,nan,nan,0.9047619047619048,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,36,2061,True,,0.03372149051602528,0.34749734462633736,0.8675595238095237,0.875,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,36,2061,True,,0.005728760073508886,0.13054841002796838,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.00035639980409818417,nan,nan,nan,nan
Figure 1,0.25,36,2061,True,,0.027692527549978245,0.0467326003493655,0.8601190476190476,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,1.0,0.9523809523809523
Figure 2,0.25,36,2061,True,,0.14214274453140566,0.1377125515259437,0.6120031188772491,nan,nan,nan,0.44801247550899637,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,36,2061,True,,0.009930424645396629,0.10319530335636663,0.8108921729611385,0.9285714285714286,nan,0.6666666666666666,0.981663929939792,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,36,2061,True,,0.05532179953298743,0.052187717531654694,0.9563492063492064,nan,nan,nan,0.9940476190476191,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,37,2062,True,,0.04408449043359089,0.454287255114003,0.8660714285714286,1.0,1.0,0.6666666666666666,0.7976190476190477,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,37,2062,True,,0.005438997286164165,0.123945223529017,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.0004138675415816806,nan,nan,nan,nan
Figure 1,0.25,37,2062,True,,0.025953253754858387,0.0437974841156173,0.9672619047619048,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9404761904761906,0.9880952380952381
Figure 2,0.25,37,2062,True,,0.14750147374329933,0.14290426409023463,0.5768581081081081,nan,nan,nan,0.8074324324324325,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,37,2062,True,,0.012149055152897515,0.1262509385817321,0.9942528735632183,1.0,nan,1.0,0.9770114942528736,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,37,2062,True,,0.052676663669462574,0.04969243349455153,0.9087301587301587,nan,nan,nan,0.8511904761904763,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,38,2063,True,,0.037554410046163327,0.38699528313698645,0.8497023809523809,0.875,1.0,0.6666666666666666,0.8571428571428572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,38,2063,True,,0.009749713231181742,0.22217889110859937,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.0026774331950117913,nan,nan,nan,nan
Figure 1,0.25,38,2063,True,,0.025487743630023388,0.0430119112355963,0.9662698412698413,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9285714285714286
Figure 2,0.25,38,2063,True,,0.14443992068862907,0.13993813110764303,0.3464617712194589,nan,nan,nan,0.38584708487783576,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,38,2063,True,,0.015341479834770006,0.15942607914743806,0.9731800766283525,0.9285714285714286,nan,1.0,0.9641488779419813,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,38,2063,True,,0.04622522074614413,0.043606476714476525,0.7698412698412698,nan,nan,nan,0.9345238095238095,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,39,2064,True,,0.03702024423837982,0.38149074591296483,0.9880952380952381,1.0,1.0,1.0,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,39,2064,True,,0.006572125732664267,0.1497672365213404,0.9107142857142857,1.0,1.0,0.6666666666666666,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.0015616641081360738,nan,nan,nan,nan
Figure 1,0.25,39,2064,True,,0.020632818785823667,0.0348189695815446,0.9871031746031748,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,1.0,0.9821428571428572,0.9404761904761905
Figure 2,0.25,39,2064,True,,0.13923896695750068,0.13489927660231288,0.5104303908711254,nan,nan,nan,0.5417215634845016,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,39,2064,True,,0.01316685908503582,0.13682778592561726,0.9009646962233169,0.9642857142857143,nan,0.6666666666666666,0.9729064039408868,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,39,2064,True,,0.039140832747554,0.03692343236530256,0.8055555555555557,nan,nan,nan,0.9166666666666667,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,40,2065,True,,0.029848639270484586,0.3075879128852157,0.8958333333333333,1.0,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,40,2065,True,,0.005096781088891961,0.11614671567278909,0.9940476190476191,1.0,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.00029246509311620095,nan,nan,nan,nan
Figure 1,0.25,40,2065,True,,0.023461342977548552,0.039592253291087925,0.8541666666666666,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9880952380952381,0.9285714285714286
Figure 2,0.25,40,2065,True,,0.13844268532844325,0.13412781285133324,0.5582167519428303,nan,nan,nan,0.7328670077713213,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,40,2065,True,,0.009769293453525412,0.10152085510071915,0.8958675424192665,0.9285714285714286,nan,1.0,0.988232074438971,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,40,2065,True,,0.05289988244638864,0.0499030065159702,0.9384920634920636,nan,nan,nan,0.9404761904761905,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,41,2066,True,,0.043236788843084434,0.4455517559640906,0.7485119047619049,0.875,1.0,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,41,2066,True,,0.004396156520827036,0.10018070868109025,0.8764880952380952,0.875,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,6.251305646121086e-05,nan,nan,nan,nan
Figure 1,0.25,41,2066,True,,0.01943384797829384,0.032795643127224924,0.9732142857142857,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9880952380952381,0.9761904761904763
Figure 2,0.25,41,2066,True,,0.14314429889237199,0.13868289023014774,0.8510945576739847,nan,nan,nan,0.9043782306959388,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,41,2066,True,,0.01334295960777403,0.13865779295090686,0.9733169129720853,0.9285714285714286,nan,1.0,0.964696223316913,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,41,2066,True,,0.03245545281312247,0.030616791537361576,0.9523809523809524,nan,nan,nan,0.9821428571428572,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,42,2067,True,,0.046736279394409296,0.4816137347058797,0.7767857142857142,0.75,1.0,0.6666666666666666,0.6904761904761905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,42,2067,True,,0.004330193162576571,0.09867751925978341,0.9047619047619047,1.0,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.000743526625131774,nan,nan,nan,nan
Figure 1,0.25,42,2067,True,,0.021213419734219925,0.035798764294573106,0.9216269841269842,nan,nan,nan,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9702380952380952,0.8928571428571429
Figure 2,0.25,42,2067,True,,0.14000988261890304,0.1356461649721204,0.5215322233213208,nan,nan,nan,0.5861288932852832,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,42,2067,True,,0.013600232598863836,0.14133133062013625,0.9772851669403394,0.9285714285714286,nan,1.0,0.9805692391899289,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,42,2067,True,,0.04456255666722163,0.04203800562291168,0.8174603174603176,nan,nan,nan,0.9523809523809524,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,43,2068,True,,0.032852751771292384,0.3385450592335777,0.9940476190476191,1.0,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,43,2068,True,,0.00506524806956551,0.11542813338209666,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.0009270449610971898,nan,nan,nan,nan
Figure 1,0.25,43,2068,True,,0.030702958510688386,0.05181286132273895,0.9126984126984127,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9821428571428572,0.9523809523809523
Figure 2,0.25,43,2068,True,,0.14150120202427993,0.13709100410992972,0.3457570174738105,nan,nan,nan,0.38302806989524185,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,43,2068,True,,0.013244587804667897,0.1376355297118462,0.8989121510673235,0.9642857142857143,nan,1.0,0.964696223316913,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,43,2068,True,,0.06438793935206817,0.060740243804747934,0.75,nan,nan,nan,0.875,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,44,2069,True,,0.0652331695444536,0.6722227532464715,0.8333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,44,2069,True,,0.0087833301214347,0.20015671234102414,0.7485119047619049,0.875,1.0,0.3333333333333333,0.7857142857142858,nan,nan,nan,nan,nan,nan,0.00026543063233530617,nan,nan,nan,nan
Figure 1,0.25,44,2069,True,,0.02141643171695588,0.036141357719395355,0.8521825396825397,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9880952380952381,0.9166666666666667
Figure 2,0.25,44,2069,True,,0.14444726576324496,0.1399452472567637,0.327886305930028,nan,nan,nan,0.31154522372011184,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,44,2069,True,,0.01238576625256494,0.12871080053228048,0.8987068965517241,0.9642857142857143,nan,1.0,0.9638752052545156,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,44,2069,True,,0.04556360385603152,0.04298234164174122,0.7718253968253969,nan,nan,nan,0.9404761904761905,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,45,2070,True,,0.03850289411814319,0.3967693379426821,0.8764880952380952,0.875,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,45,2070,True,,0.008220437160796845,0.18732936749078014,0.8065476190476191,1.0,1.0,0.3333333333333333,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.002327566703770878,nan,nan,nan,nan
Figure 1,0.25,45,2070,True,,0.023565898673775263,0.039768696541246096,0.8948412698412698,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9821428571428572,0.8452380952380953
Figure 2,0.25,45,2070,True,,0.1404174672422336,0.1360410463192242,0.4284318134269812,nan,nan,nan,0.713727253707925,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,45,2070,True,,0.012155489780747514,0.1263178061525236,0.9024698960043788,0.9642857142857143,nan,0.6666666666666666,0.9789272030651341,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,45,2070,True,,0.04022843549955866,0.03794942041499398,0.7777777777777778,nan,nan,nan,0.9583333333333334,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,46,2071,True,,0.03336533040118928,0.3438271422635888,0.8988095238095237,1.0,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,46,2071,True,,0.0054822467183276965,0.12493080235080611,0.96875,0.875,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,0.0018342879742743179,nan,nan,nan,nan
Figure 1,0.25,46,2071,True,,0.033782645285740334,0.05700999513437768,0.9017857142857143,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9404761904761905,0.9285714285714286
Figure 2,0.25,46,2071,True,,0.14164565386997102,0.13723095379437075,0.3159857583045282,nan,nan,nan,0.2639430332181127,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,46,2071,True,,0.013609808085691092,0.14143083746936064,0.8921045429666119,0.9285714285714286,nan,0.6666666666666666,0.9731800766283525,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,46,2071,True,,0.060999551276321826,0.05754381416439911,0.7658730158730158,nan,nan,nan,0.9226190476190477,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,47,2072,True,,0.04619826731816882,0.47606956198369177,0.8065476190476191,0.75,1.0,0.6666666666666666,0.8095238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,47,2072,True,,0.00876636974556303,0.1997702150754532,0.9970238095238095,1.0,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.0021319323661243006,nan,nan,nan,nan
Figure 1,0.25,47,2072,True,,0.01868632519432677,0.03153415901559476,0.9107142857142857,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9940476190476191,0.9285714285714286
Figure 2,0.25,47,2072,True,,0.13858721422122616,0.13426783718152308,0.2878142709421355,nan,nan,nan,0.1512570837685422,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.25,47,2072,True,,0.0114518830056845,0.11900604284037952,0.8772577996715927,0.8571428571428571,nan,0.6666666666666666,0.9852216748768472,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,47,2072,True,,0.030357330956602757,0.028637532154633962,0.9305555555555557,nan,nan,nan,0.9166666666666667,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,48,2073,True,,0.025737041782878747,0.26521821963466485,0.9880952380952381,1.0,1.0,1.0,0.9523809523809523,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,48,2073,True,,0.005718198808154409,0.13030773728513767,0.9910714285714286,1.0,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.000643115297907837,nan,nan,nan,nan
Figure 1,0.25,48,2073,True,,0.022687748566129297,0.03828677193348657,0.9742063492063492,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9940476190476191,0.9761904761904763
Figure 2,0.25,48,2073,True,,0.13862798919900401,0.1343073413169379,0.6737383042103159,nan,nan,nan,0.6949532168412637,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.25,48,2073,True,,0.010597136429677063,0.1101236601272906,0.9132457580733442,1.0,nan,0.6666666666666666,0.9863163656267104,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.25,48,2073,True,,0.054732177741078004,0.05163149890199264,0.9444444444444445,nan,nan,nan,0.9583333333333334,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.25,49,2074,True,,0.055303611255194694,0.5698994251245977,0.75,1.0,1.0,0.3333333333333333,0.6666666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.25,49,2074,True,,0.005084054078606464,0.11585668939557349,0.8869047619047619,1.0,1.0,0.6666666666666666,0.880952380952381,nan,nan,nan,nan,nan,nan,0.0009293866965900399,nan,nan,nan,nan
