analysis,noise_amplitude,perturbation_run,random_seed,success,error,rmse,relative_error,structure_score,sign_agreement,significance_agreement,top3_overlap,rank_score,edge_jaccard,group_order_agreement,highest_domain_retention,category_agreement,top2_overlap,bottom2_overlap,r_squared_change,regression_sign_agreement,regression_top3_overlap,variance_rank_agreement,regression_rank_agreement
Variance Analysis,0.5,24,2049,True,,0.12167056975480946,0.11477770752003943,0.7222222222222223,nan,nan,nan,0.7916666666666667,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,25,2050,True,,0.042922162718130145,0.44230955814606315,0.7738095238095238,1.0,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,25,2050,True,,0.008753392879835621,0.1994744950302564,0.7752976190476191,0.875,1.0,0.3333333333333333,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.0007092757831494989,nan,nan,nan,nan
Figure 1,0.5,25,2050,True,,0.050188548861424584,0.08469582243161479,0.8303571428571428,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9583333333333334,0.9404761904761905
Figure 2,0.5,25,2050,True,,0.2837784619789593,0.2749338785884777,0.31287531436560206,nan,nan,nan,0.2515012574624083,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,25,2050,True,,0.023847389726684147,0.24781806468301137,0.7911535303776683,0.8928571428571429,nan,0.6666666666666666,0.9384236453201971,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,25,2050,True,,0.09915809808274528,0.09354060889925964,0.7043650793650794,nan,nan,nan,0.8630952380952381,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,26,2051,True,,0.07773675025020839,0.8010711827518654,0.7738095238095238,1.0,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,26,2051,True,,0.01887208038831202,0.43006166378078053,0.75,1.0,1.0,0.3333333333333333,0.6666666666666667,nan,nan,nan,nan,nan,nan,0.00011309561005867774,nan,nan,nan,nan
Figure 1,0.5,26,2051,True,,0.03598041156545543,0.06071884161023206,0.8283730158730158,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9226190476190477,0.7142857142857143
Figure 2,0.5,26,2051,True,,0.27598243352797963,0.2673808306063765,0.37021506148415095,nan,nan,nan,0.4808602459366037,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,26,2051,True,,0.01996867950491165,0.20751116016883223,0.8615558292282429,0.8214285714285714,nan,1.0,0.958128078817734,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,26,2051,True,,0.12303562852429037,0.11606543319196554,0.7718253968253969,nan,nan,nan,0.8154761904761905,nan,1.0,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,27,2052,True,,0.06521640779872834,0.6720500247566658,0.761904761904762,1.0,1.0,0.3333333333333333,0.7142857142857143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,27,2052,True,,0.006795291827988987,0.15485280103145396,0.9077380952380952,1.0,1.0,0.6666666666666666,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.0005045796435072525,nan,nan,nan,nan
Figure 1,0.5,27,2052,True,,0.05776165358703716,0.09747583595357379,0.7321428571428572,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,0.875,0.3333333333333333,0.9404761904761905,0.7023809523809524
Figure 2,0.5,27,2052,True,,0.28274925037166987,0.2739367446372008,0.6242025102473585,nan,nan,nan,0.49681004098943393,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,27,2052,True,,0.027269115060580308,0.28337605907323776,0.8883757525998905,0.9642857142857143,nan,1.0,0.9225506294471811,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,27,2052,True,,0.10511933278527401,0.09916412865858996,0.7341269841269842,nan,nan,nan,0.8273809523809524,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,28,2053,True,,0.0865516620473867,0.8919081652149967,0.7366071428571429,0.875,1.0,0.3333333333333333,0.7380952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,28,2053,True,,0.016391645514478588,0.3735368966755421,0.9821428571428572,1.0,1.0,1.0,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.0005434332785758667,nan,nan,nan,nan
Figure 1,0.5,28,2053,True,,0.061451387094247814,0.10370245579089063,0.875,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9642857142857143,0.8690476190476191
Figure 2,0.5,28,2053,True,,0.276735467255346,0.2681103943721711,0.362316342764204,nan,nan,nan,0.4492653710568159,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,28,2053,True,,0.022631791234658968,0.23518576952711073,0.8661056376573617,0.8571428571428571,nan,0.6666666666666666,0.9406130268199233,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,28,2053,True,,0.11319534623785726,0.10678262105043534,0.6904761904761904,nan,nan,nan,0.6964285714285714,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,29,2054,True,,0.05429600167024323,0.5595160864929828,0.8541666666666666,1.0,1.0,0.6666666666666666,0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,29,2054,True,,0.016137197364402122,0.36773846891791134,0.8645833333333333,0.875,1.0,0.6666666666666666,0.9166666666666667,nan,nan,nan,nan,nan,nan,0.003600615805430585,nan,nan,nan,nan
Figure 1,0.5,29,2054,True,,0.05071953048913959,0.08559188192477869,0.8363095238095237,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,0.875,0.6666666666666666,0.9761904761904763,0.75
Figure 2,0.5,29,2054,True,,0.28375272821397396,0.2749089468731926,0.35027781766811317,nan,nan,nan,0.4011112706724526,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,29,2054,True,,0.029700350784191164,0.3086410519600387,0.8812260536398467,0.9285714285714286,nan,0.6666666666666666,0.9296661193212917,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,29,2054,True,,0.14382894164812907,0.13568076676778465,0.6865079365079364,nan,nan,nan,0.8095238095238095,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,30,2055,True,,0.07153070062036658,0.7371183226028033,0.6488095238095238,0.75,1.0,0.3333333333333333,0.5119047619047619,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,30,2055,True,,0.01151728067765905,0.26245865789825157,0.7098214285714286,0.75,0.875,0.3333333333333333,0.880952380952381,nan,nan,nan,nan,nan,nan,0.006179860972889806,nan,nan,nan,nan
Figure 1,0.5,30,2055,True,,0.04701150279198893,0.07933438967736353,0.7549603174603176,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9464285714285715,0.8333333333333335
Figure 2,0.5,30,2055,True,,0.28294047355119106,0.27412200792341057,0.6456109430081686,nan,nan,nan,0.5824437720326742,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,30,2055,True,,0.023772783869476132,0.24704277315806014,0.8637110016420361,0.8571428571428571,nan,1.0,0.9310344827586207,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,30,2055,True,,0.14430187188815774,0.13612690463725285,0.8809523809523809,nan,nan,nan,0.8928571428571429,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,31,2056,True,,0.08627507980404392,0.8890580066466283,0.8199404761904762,0.875,1.0,0.6666666666666666,0.7380952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,31,2056,True,,0.019588532218516135,0.4463883463603648,0.7738095238095238,1.0,1.0,0.3333333333333333,0.761904761904762,nan,nan,nan,nan,nan,nan,0.001500286949330354,nan,nan,nan,nan
Figure 1,0.5,31,2056,True,,0.043144690347811515,0.07280893979729874,0.8303571428571429,nan,nan,nan,nan,0.6666666666666666,1.0,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9940476190476191,0.6547619047619048
Figure 2,0.5,31,2056,True,,0.2780531573867215,0.2693870157763131,0.5489426033183576,nan,nan,nan,0.6957704132734307,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,31,2056,True,,0.022724076762710113,0.23614478521905852,0.7906746031746031,0.8928571428571429,nan,0.6666666666666666,0.9365079365079365,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,31,2056,True,,0.14250516229923973,0.13443198196112124,0.9722222222222223,nan,nan,nan,0.9166666666666667,nan,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,32,2057,True,,0.09713890949265211,1.001008929084949,0.7291666666666666,0.5,1.0,0.6666666666666666,0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,32,2057,True,,0.021942910710670976,0.5000405092736216,0.7678571428571429,1.0,1.0,0.3333333333333333,0.7380952380952381,nan,nan,nan,nan,nan,nan,0.006705406700826533,nan,nan,nan,nan
Figure 1,0.5,32,2057,True,,0.042381104052760424,0.07152034766375391,0.8214285714285715,nan,nan,nan,nan,0.5,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9821428571428572,0.9047619047619049
Figure 2,0.5,32,2057,True,,0.2708084304035233,0.2623680867324558,0.6927866289745285,nan,nan,nan,0.7711465158981139,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,32,2057,True,,0.02069194271944722,0.21502718989522446,0.7530446086480569,0.8928571428571429,nan,0.6666666666666666,0.9526546250684181,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,32,2057,True,,0.13941968842252433,0.1315213058716114,0.763888888888889,nan,nan,nan,0.9166666666666667,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,33,2058,True,,0.06450201937407686,0.664688307442296,0.8407738095238095,0.875,1.0,0.6666666666666666,0.8214285714285714,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,33,2058,True,,0.0116751394355214,0.26605598255201335,0.8616071428571428,0.875,1.0,0.6666666666666666,0.9047619047619049,nan,nan,nan,nan,nan,nan,0.0022379347705546726,nan,nan,nan,nan
Figure 1,0.5,33,2058,True,,0.05350951662547157,0.09030013063389934,0.8531746031746033,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.8214285714285714,0.880952380952381
Figure 2,0.5,33,2058,True,,0.27689632113006596,0.26826623488013057,0.8308583148781996,nan,nan,nan,0.8234332595127987,nan,nan,nan,1.0,1.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,33,2058,True,,0.023209591612870274,0.24119017391444772,0.8731869184455392,0.8928571428571429,nan,0.6666666666666666,0.933223864258347,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,33,2058,True,,0.13258580075398477,0.125074570546667,0.8353174603174603,nan,nan,nan,0.7559523809523809,nan,0.75,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,34,2059,True,,0.0692469122414243,0.7135840604682815,0.7901785714285714,0.625,1.0,0.6666666666666666,0.8690476190476191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,34,2059,True,,0.010218076432240776,0.23285206827596075,0.9598214285714286,0.875,1.0,1.0,0.9642857142857144,nan,nan,nan,nan,nan,nan,0.0006789478737403432,nan,nan,nan,nan
Figure 1,0.5,34,2059,True,,0.0419877973885825,0.07085662193057203,0.8998015873015874,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9642857142857144,0.8928571428571429
Figure 2,0.5,34,2059,True,,0.275290153723573,0.2667101272331653,0.32445272116300766,nan,nan,nan,0.2978108846520306,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,34,2059,True,,0.028787607241754148,0.29915597452258824,0.7537287903667214,0.8214285714285714,nan,0.6666666666666666,0.8601532567049808,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,34,2059,True,,0.128389400933618,0.12111590451765253,0.6805555555555557,nan,nan,nan,0.6666666666666667,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,35,2060,True,,0.06657044267674549,0.6860032491676331,0.8363095238095237,0.75,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,35,2060,True,,0.012048311675775775,0.27455992441843274,0.7544642857142858,0.875,1.0,0.3333333333333333,0.8095238095238095,nan,nan,nan,nan,nan,nan,0.0013462820386348495,nan,nan,nan,nan
Figure 1,0.5,35,2060,True,,0.0456652023562848,0.07706243670743727,0.871031746031746,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9404761904761905,0.8690476190476191
Figure 2,0.5,35,2060,True,,0.28090162842113564,0.27214670791107587,0.5135573257949057,nan,nan,nan,0.5542293031796227,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,35,2060,True,,0.025474149533175314,0.2647230790921002,0.8743158182813355,0.9285714285714286,nan,0.6666666666666666,0.9020251778872468,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,35,2060,True,,0.09906821768536973,0.093455820392207,0.6924603174603176,nan,nan,nan,0.8273809523809524,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,36,2061,True,,0.06874390659394987,0.7084006262797377,0.6815476190476191,0.75,1.0,0.3333333333333333,0.6428571428571429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,36,2061,True,,0.010866428174433111,0.24762686910476026,0.8422619047619047,0.75,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.0008328009099453082,nan,nan,nan,nan
Figure 1,0.5,36,2061,True,,0.05075479056704426,0.08565138516535624,0.8482142857142857,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9880952380952381,0.8928571428571429
Figure 2,0.5,36,2061,True,,0.27670102067333174,0.2680770213940697,0.6763496165963097,nan,nan,nan,0.7053984663852387,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,36,2061,True,,0.019358933917618906,0.20117478653952836,0.7844143404488232,0.8571428571428571,nan,0.6666666666666666,0.9471811713191023,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,36,2061,True,,0.13751699577963297,0.1297264042770318,0.9543650793650794,nan,nan,nan,0.9880952380952381,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,37,2062,True,,0.08349092433081226,0.8603675004095118,0.8139880952380952,0.875,1.0,0.6666666666666666,0.7142857142857143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,37,2062,True,,0.010715487628235324,0.2441871983798516,0.9538690476190477,0.875,1.0,1.0,0.9404761904761905,nan,nan,nan,nan,nan,nan,0.0011177055269956382,nan,nan,nan,nan
Figure 1,0.5,37,2062,True,,0.0481120090785207,0.08119155206088507,0.8938492063492064,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.880952380952381,0.9404761904761905
Figure 2,0.5,37,2062,True,,0.2888903769897838,0.2798864694621461,0.506341828617898,nan,nan,nan,0.525367314471592,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,37,2062,True,,0.02432668528666152,0.252798823560443,0.8850232621784346,0.9642857142857143,nan,0.6666666666666666,0.9091406677613574,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,37,2062,True,,0.13096370734530735,0.12354437172203302,0.9027777777777778,nan,nan,nan,0.8333333333333335,nan,0.875,1.0,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,38,2063,True,,0.07151362586569536,0.7369423685800837,0.7425595238095237,0.875,1.0,0.6666666666666666,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,38,2063,True,,0.018526245409829847,0.42218069023788773,0.9315476190476191,0.875,0.875,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.0056381411536947645,nan,nan,nan,nan
Figure 1,0.5,38,2063,True,,0.0485734241545846,0.08197021433019039,0.9007936507936508,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9702380952380953,0.8928571428571429
Figure 2,0.5,38,2063,True,,0.28164172085655625,0.27286373372891004,0.6141529151221643,nan,nan,nan,0.956611660488657,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,38,2063,True,,0.029062391430080266,0.30201148560941693,0.8607348111658457,0.8928571428571429,nan,0.6666666666666666,0.8834154351395731,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,38,2063,True,,0.11786009142165428,0.1111830998140371,0.736111111111111,nan,nan,nan,0.8333333333333333,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,39,2064,True,,0.06882818020830313,0.7092690593401302,0.9166666666666667,0.75,1.0,1.0,0.9166666666666667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,39,2064,True,,0.01312549890824169,0.2991071351056346,0.8794642857142857,0.875,1.0,0.6666666666666666,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.003011845504396926,nan,nan,nan,nan
Figure 1,0.5,39,2064,True,,0.040331114269841546,0.06806088181786704,0.9642857142857143,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,1.0,0.9702380952380953,0.9404761904761905
Figure 2,0.5,39,2064,True,,0.2735894776742794,0.26506245651427374,0.3525345427391145,nan,nan,nan,0.41013817095645805,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,39,2064,True,,0.028254877064113202,0.293619932082124,0.86873973727422,0.8928571428571429,nan,0.6666666666666666,0.9154351395730707,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,39,2064,True,,0.08628975178886746,0.08140127816248621,0.7361111111111112,nan,nan,nan,0.8333333333333334,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,40,2065,True,,0.058555002555900314,0.6034047603291446,0.8214285714285714,0.75,1.0,0.6666666666666666,0.8690476190476191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,40,2065,True,,0.009795136757260873,0.22321401372351146,0.8735119047619047,0.875,1.0,0.6666666666666666,0.9523809523809523,nan,nan,nan,nan,nan,nan,0.0006808081251425957,nan,nan,nan,nan
Figure 1,0.5,40,2065,True,,0.04094395798371349,0.0690950878976592,0.8373015873015873,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9583333333333334,0.8571428571428572
Figure 2,0.5,40,2065,True,,0.26990297404128316,0.26149085092031105,0.5288841593354242,nan,nan,nan,0.6155366373416968,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,40,2065,True,,0.01874559856021798,0.19480110862279246,0.8889573070607554,0.9285714285714286,nan,1.0,0.9605911330049262,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,40,2065,True,,0.13253531653365125,0.1250269463505488,0.7440476190476191,nan,nan,nan,0.8571428571428572,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,41,2066,True,,0.08118119055254619,0.8365658729470545,0.6666666666666667,0.75,1.0,0.3333333333333333,0.5833333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,41,2066,True,,0.008491907470847652,0.19351570046548708,0.7752976190476191,0.875,1.0,0.3333333333333333,0.8928571428571429,nan,nan,nan,nan,nan,nan,0.0002698903649503981,nan,nan,nan,nan
Figure 1,0.5,41,2066,True,,0.039352014291254185,0.06640859898023813,0.8869047619047619,nan,nan,nan,nan,1.0,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9761904761904763,0.9285714285714286
Figure 2,0.5,41,2066,True,,0.28143816259633564,0.2726665198120719,0.5747320664558178,nan,nan,nan,0.7989282658232709,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,41,2066,True,,0.027205162924504152,0.2827114792271256,0.9382183908045977,0.8571428571428571,nan,1.0,0.8957307060755336,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,41,2066,True,,0.08790968672083622,0.08292944079209912,0.7202380952380952,nan,nan,nan,0.9107142857142857,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,42,2067,True,,0.09198559403308106,0.9479044129197519,0.7380952380952381,0.5,1.0,0.6666666666666666,0.7857142857142858,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,42,2067,True,,0.00930913287060134,0.21213883622319885,0.8988095238095237,1.0,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,0.0016943791111643236,nan,nan,nan,nan
Figure 1,0.5,42,2067,True,,0.042507541951180325,0.0717337182838682,0.8125,nan,nan,nan,nan,0.6666666666666666,0.75,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9107142857142858,0.880952380952381
Figure 2,0.5,42,2067,True,,0.2724478647510496,0.2639564244826618,0.484145428455255,nan,nan,nan,0.43658171382101985,nan,nan,nan,1.0,0.0,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,42,2067,True,,0.02807650397452579,0.2917663089242142,0.7900930487137384,0.9285714285714286,nan,0.6666666666666666,0.8984674329501916,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,42,2067,True,,0.10603022283531277,0.1000234151068819,0.6944444444444445,nan,nan,nan,0.8333333333333334,nan,0.75,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,43,2068,True,,0.060921868620383686,0.627795131570395,0.8675595238095237,0.875,1.0,0.6666666666666666,0.9285714285714286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,43,2068,True,,0.010399047129212058,0.23697607354902214,0.9627976190476191,0.875,1.0,1.0,0.9761904761904763,nan,nan,nan,nan,nan,nan,0.002009893296496479,nan,nan,nan,nan
Figure 1,0.5,43,2068,True,,0.055943506599996376,0.09440761704981226,0.8402777777777778,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9166666666666667,0.9166666666666667
Figure 2,0.5,43,2068,True,,0.27474168965476703,0.2661787572600825,0.5523200860976586,nan,nan,nan,0.7092803443906345,nan,nan,nan,1.0,0.5,0.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,43,2068,True,,0.026059578548841656,0.27080675899730067,0.8757868089764641,0.8928571428571429,nan,1.0,0.9436234263820471,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,43,2068,True,,0.1543074053804291,0.14556560619895478,0.7341269841269842,nan,nan,nan,0.8273809523809524,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,44,2069,True,,0.12128725902785231,1.2498557983122411,0.6919642857142858,0.875,1.0,0.3333333333333333,0.5595238095238095,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,44,2069,True,,0.01642878169722844,0.3743831652485479,0.7455357142857143,0.875,1.0,0.3333333333333333,0.7738095238095238,nan,nan,nan,nan,nan,nan,0.0008430690936425123,nan,nan,nan,nan
Figure 1,0.5,44,2069,True,,0.0469932194350663,0.07930353554855321,0.8948412698412698,nan,nan,nan,nan,1.0,0.875,nan,nan,nan,nan,nan,1.0,0.6666666666666666,0.9702380952380952,0.8571428571428572
Figure 2,0.5,44,2069,True,,0.28643834520719536,0.27751086067313496,0.6963455719513527,nan,nan,nan,0.7853822878054106,nan,nan,nan,1.0,0.5,0.5,nan,nan,nan,nan,nan
Correlation Analysis,0.5,44,2069,True,,0.024511145127925963,0.25471569921844167,0.9500889436234263,0.8928571428571429,nan,1.0,0.9074986316365627,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,44,2069,True,,0.10262528290103638,0.09681137130132365,0.7678571428571429,nan,nan,nan,0.9285714285714286,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,45,2070,True,,0.06932471856490402,0.7143858485977679,0.8288690476190476,0.875,1.0,0.6666666666666666,0.7738095238095238,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,45,2070,True,,0.015704775323518393,0.35788432785177254,0.7633928571428572,1.0,0.875,0.3333333333333333,0.8452380952380953,nan,nan,nan,nan,nan,nan,0.004713286749910228,nan,nan,nan,nan
Figure 1,0.5,45,2070,True,,0.04685652051443934,0.07907284891244462,0.7559523809523809,nan,nan,nan,nan,0.6666666666666666,0.875,nan,nan,nan,nan,nan,1.0,0.3333333333333333,0.9583333333333334,0.7023809523809524
Figure 2,0.5,45,2070,True,,0.2743450058051029,0.26579443693992494,0.8018368339216982,nan,nan,nan,0.7073473356867929,nan,nan,nan,1.0,0.5,1.0,nan,nan,nan,nan,nan
Correlation Analysis,0.5,45,2070,True,,0.025268236870776277,0.2625832693236392,0.8017583470169677,0.9642857142857143,nan,0.6666666666666666,0.9094143404488232,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Variance Analysis,0.5,45,2070,True,,0.09515625789989397,0.08976548034537127,0.7559523809523809,nan,nan,nan,0.8928571428571429,nan,0.875,0.5,nan,nan,nan,nan,nan,nan,nan,nan
Logistic Regression,0.5,46,2071,True,,0.06124247394940717,0.6310989446226613,0.8556547619047619,0.875,1.0,0.6666666666666666,0.880952380952381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Multiple Linear Regression,0.5,46,2071,True,,0.010133464198678438,0.23092390364369458,0.9657738095238095,0.875,1.0,1.0,0.9880952380952381,nan,nan,nan,nan,nan,nan,0.003256960550508059,nan,nan,nan,nan
